query_index,query_rating,query_text,rank,retrieved_train_index,retrieved_similarity,retrieved_rating,retrieved_text
8,5,This is one fine scope in the $100 range. I installed it on my Mosin Nagant with a Rock Solid mount and it was very easy to sight in. The view is very clear and the adjustability make it great! My Mosin kicks pretty good and no issue with any movements after sighting. I would highly suggest you buy this high quality scope if you are reading this.,1,9145,0.9383130669593811,5,"I've used this sifter now for nine years and it is absolutely fabulous!  It hasn't the first sign of rust at all after all those years of use, tossing it into the dishwasher, etc.  I cannot recommend it enough. It's easy to use, quite powerful, and the flour, etc. is sifted before you know it.  It has such a large capacity that it makes the job a ton smoother. Highly, highly recommend!"
8,5,This is one fine scope in the $100 range. I installed it on my Mosin Nagant with a Rock Solid mount and it was very easy to sight in. The view is very clear and the adjustability make it great! My Mosin kicks pretty good and no issue with any movements after sighting. I would highly suggest you buy this high quality scope if you are reading this.,2,1525,0.9373735189437866,4,I've been using these brushes since I was 17. They are great and have always helped me keep my skin looking good. It's amazing how much more dirt and makeup comes off with the use of this brush vs just your hands. I have since moved to the Clarsonic but I still take this with me when I travel.
8,5,This is one fine scope in the $100 range. I installed it on my Mosin Nagant with a Rock Solid mount and it was very easy to sight in. The view is very clear and the adjustability make it great! My Mosin kicks pretty good and no issue with any movements after sighting. I would highly suggest you buy this high quality scope if you are reading this.,3,12793,0.9371392726898193,5,"This spatula is a solid one that works well in cooking things.  So far, I've mainly used it to turn meat when frying or sauteing food on the cooktop.  It replaced a really cheap one and my husband laughed when he saw it because it was so much more solid than the previous one.  I told him we would be passing it on to someone in our will!"
8,5,This is one fine scope in the $100 range. I installed it on my Mosin Nagant with a Rock Solid mount and it was very easy to sight in. The view is very clear and the adjustability make it great! My Mosin kicks pretty good and no issue with any movements after sighting. I would highly suggest you buy this high quality scope if you are reading this.,4,1048,0.9341173768043518,5,"My husband is the cook in our house and he tells me what he needs in the kitchen.  I like the old fashion wooden spoons when I make him cookies, etc. but these are exactly what he needs for everyday cooking.  So glad they are heat resistant up to 500 degrees, don't have to worry about throwing them in the dishwasher. I could get used to these real fast!  Good Value! thanks"
8,5,This is one fine scope in the $100 range. I installed it on my Mosin Nagant with a Rock Solid mount and it was very easy to sight in. The view is very clear and the adjustability make it great! My Mosin kicks pretty good and no issue with any movements after sighting. I would highly suggest you buy this high quality scope if you are reading this.,5,16221,0.9336538910865784,5,"This night cream is amazing!  I love it because it keeps my sensitive skin moisturized and nourished without leaving it greasy or icky.  It always blends in smoothly and my skin looks refreshed and renewed in the morning.  Honestly, this has helped my skin to look younger as well. Plus, a little goes a long way, so this is an extra great value!"
9,5,"what can you say about pie weights, except they are the only way  (I think) to bake a perfect pie crust. not too heavy, not too light...just the perfect size and weight for keeping the bubbles out of your pie crust.",1,30478,0.9084680676460266,5,What is there to say about filters. They work very good...but this is a great way to shop and you get exactly what you are looking for. So often the stores are out.
9,5,"what can you say about pie weights, except they are the only way  (I think) to bake a perfect pie crust. not too heavy, not too light...just the perfect size and weight for keeping the bubbles out of your pie crust.",2,22412,0.901411771774292,4,"Comfy to wear, sound great, sturdy enough. Wrap around the ears nicely to keep ambient noise at a minimum, keep the good smooth highs and round bass in. About the same as the V6s I had for 20 years, but more comfortable."
9,5,"what can you say about pie weights, except they are the only way  (I think) to bake a perfect pie crust. not too heavy, not too light...just the perfect size and weight for keeping the bubbles out of your pie crust.",3,8974,0.8897302150726318,5,"I had the wrap around hogue grip and changed back to the panels after shooting a buddies bobbed dan wesson. shot with them last weekend and they feel great, perfect width, and look good on a black gun."
9,5,"what can you say about pie weights, except they are the only way  (I think) to bake a perfect pie crust. not too heavy, not too light...just the perfect size and weight for keeping the bubbles out of your pie crust.",4,25791,0.8887532949447632,5,What can you say about a cheap cable? It works well and doesn't break the bank. Comes with end protectors. I did not have any problems with using this to display the HD output from my camera to a large screen.
9,5,"what can you say about pie weights, except they are the only way  (I think) to bake a perfect pie crust. not too heavy, not too light...just the perfect size and weight for keeping the bubbles out of your pie crust.",5,10893,0.8875178694725037,5,I use this as an every day cleanser in the summer and off and on during the winter. The foam is a nice alternative to slippery cleansers. It works; I'm happy.
